Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue ID,Distance,Venue Latitude,Venue Longitude,Venue Category
North York,43.768260000000055,-79.41262999999998,The Keg,5a35b4443abcaf37eb1a0d88,191,43.7665789176648,-79.41213141222555,Steakhouse
North York,43.768260000000055,-79.41262999999998,Konjiki Ramen,5a02789d0a464d3112a58785,144,43.76699771023422,-79.41222209328754,Ramen Restaurant
North York,43.768260000000055,-79.41262999999998,Toronto Centre for the Arts,4ad4c062f964a520c3f720e3,255,43.766228257307354,-79.41411495208739,Theater
North York,43.768260000000055,-79.41262999999998,Loblaws,4ae257cff964a520758d21e3,66,43.768722,-79.412101,Grocery Store
North York,43.768260000000055,-79.41262999999998,Satay Sate,57f92db0498ee70159702002,179,43.76669,-79.4121,Indonesian Restaurant
North York,43.768260000000055,-79.41262999999998,Saryo,5a46b1016e4650136e1dc52b,146,43.76697902009232,-79.41220491675689,Café
North York,43.768260000000055,-79.41262999999998,Mel Lastman Square,4bc876028b7c9c74162038cf,68,43.76770145783431,-79.41297541544051,Plaza
North York,43.768260000000055,-79.41262999999998,Starbucks,4aedfeadf964a52005d121e3,35,43.768353,-79.413046,Coffee Shop
North York,43.768260000000055,-79.41262999999998,Cineplex Cinemas,4ad4c062f964a520e2f720e3,40,43.76862539839479,-79.41261307104753,Movie Theater
North York,43.768260000000055,-79.41262999999998,Aroma Espresso Bar,557767bc498ea4a20c8043f6,137,43.76944882099181,-79.41308107735675,Café
North York,43.768260000000055,-79.41262999999998,Michaels,50001583e4b090a9fbe160d6,124,43.76724487394571,-79.41197372883607,Arts & Crafts Store
North York,43.768260000000055,-79.41262999999998,Dairy Queen,591491796bd36b1faf45e96b,147,43.76701557770687,-79.4120009150447,Ice Cream Shop
North York,43.768260000000055,-79.41262999999998,Empress Walk,4ada4936f964a520ea2021e3,31,43.768540252857974,-79.4126707082784,Shopping Mall
North York,43.768260000000055,-79.41262999999998,Sushi Moto Sake & Wine Bar,4c12ccc077cea59360c0cd60,492,43.76390159157955,-79.41155904521092,Sushi Restaurant
North York,43.768260000000055,-79.41262999999998,Booster Juice,58c184204f218a16d13f758b,75,43.76889,-79.4129899,Juice Bar
North York,43.768260000000055,-79.41262999999998,Pizzaiolo,4dcc56ac1838a9a8d7fe67fc,447,43.76428931934003,-79.41177961294926,Pizza Place
North York,43.768260000000055,-79.41262999999998,Baton Rouge,4b3e93dcf964a520309f25e3,203,43.76645494997892,-79.41222941305855,American Restaurant
North York,43.768260000000055,-79.41262999999998,Douglas Snow Aquatic Centre,4b48c217f964a520b25526e3,216,43.767317139739454,-79.41498164406656,Pool
North York,43.768260000000055,-79.41262999999998,Aura,4cf9ed11dccef04da169b29c,289,43.766012799364795,-79.41081286441447,Lounge
North York,43.768260000000055,-79.41262999999998,Wako Sushi + Bar,5077025ce4b05aefca37d9f9,286,43.77080606720809,-79.41313811956255,Japanese Restaurant
North York,43.768260000000055,-79.41262999999998,MYMY Chicken,58702ed20bc55b0a672ae4e6,419,43.76465797243293,-79.41109575340602,Fried Chicken Joint
North York,43.768260000000055,-79.41262999999998,Bake Code 烘焙密碼,55d4174a498e4282465852fd,484,43.763968809039525,-79.41164099097621,Bakery
North York,43.768260000000055,-79.41262999999998,Gol,4b6f559df964a520f4eb2ce3,460,43.76424,-79.411265,Middle Eastern Restaurant
North York,43.768260000000055,-79.41262999999998,Symposium Cafe Restaurant & Lounge,537befcc498edb1da559269b,319,43.77107544003332,-79.41339624610163,Restaurant
Downtown Toronto,43.65820000000008,-79.3683200038951,Sukhothai,4ada57aff964a520972121e3,214,43.658444465539525,-79.36568085121628,Thai Restaurant
Downtown Toronto,43.65820000000008,-79.3683200038951,I Love Churros,50899387e4b055a756b254fc,221,43.65836361668554,-79.36558277878224,Food Truck
Downtown Toronto,43.65820000000008,-79.3683200038951,Ontario Restaurant,4ae666dbf964a520dca621e3,76,43.65888321199789,-79.36836906142996,Diner
Downtown Toronto,43.65820000000008,-79.3683200038951,Schnitzel Queen,561ffc99498e1468dac63cdd,475,43.65423906004429,-79.37053284604036,German Restaurant
Downtown Toronto,43.65820000000008,-79.3683200038951,Figs Breakfast & Lunch,4af59046f964a520e0f921e3,416,43.65567455427388,-79.3645032892494,Breakfast Spot
Downtown Toronto,43.65820000000008,-79.3683200038951,King's Place647-352-0786,548bb041498eff940205b644,209,43.658278219451866,-79.37092509166455,Pakistani Restaurant
Downtown Toronto,43.65820000000008,-79.3683200038951,Berkeley Church,4ade8ea8f964a5205a7621e3,395,43.65512324174501,-79.36587330410705,Event Space
Downtown Toronto,43.65820000000008,-79.3683200038951,The Yoga Lounge,4b58dd55f964a5208f6f28e3,403,43.65551522261721,-79.36495542526245,Yoga Studio
Downtown Toronto,43.65820000000008,-79.3683200038951,FAMO Sandwiches,589b45bfaf5c141e6c9e0c3b,470,43.654064,-79.369515,Sandwich Place
Downtown Toronto,43.65820000000008,-79.3683200038951,Smoke's Poutinerie,4ada0565f964a520601d21e3,423,43.65737935238092,-79.37345459540276,Poutine Place
Downtown Toronto,43.65820000000008,-79.3683200038951,Paintbox Bistro,505bacb2e4b0474d876eb78c,485,43.660050475903624,-79.36285470971839,Restaurant
Downtown Toronto,43.65820000000008,-79.3683200038951,The Beer Store,4b6dde8bf964a5203a972ce3,392,43.6613878,-79.370403,Beer Store
Downtown Toronto,43.65820000000008,-79.3683200038951,It's Jenny Café,506d879ae4b087726c8cdd45,419,43.66193794313605,-79.36898910730264,Café
Downtown Toronto,43.65820000000008,-79.3683200038951,Souvlaki Express,4bc39c914cdfc9b6f29c9721,427,43.65558391537734,-79.36443816909016,Greek Restaurant
Downtown Toronto,43.65820000000008,-79.3683200038951,Moss Park Arena,4bca1f87b6c49c74e3d28f91,386,43.65488712314853,-79.36977129447679,Skating Rink
Etobicoke,43.64436000000006,-79.56712999999996,Tim Hortons,50d4866ee4b0c1554d94fef7,57,43.6447049,-79.5676593,Coffee Shop
Etobicoke,43.64436000000006,-79.56712999999996,Farmer's Market Etobicoke,4c3876b80a71c9b6aca240c9,163,43.64306101960027,-79.56619097935341,Farmers Market
Etobicoke,43.64436000000006,-79.56712999999996,Burnhamthorpe and The West Mall,4c23f7c3136d20a1c41fe161,47,43.644786390018126,-79.5670645669674,Intersection
Etobicoke,43.64436000000006,-79.56712999999996,Livingston International,4e9ec1947ee511e1b7c4d8f0,147,43.645688,-79.567092,Transportation Service
Etobicoke,43.64436000000006,-79.56712999999996,W.E. Kitchen,4f7b19c1e4b0d859b68a843e,79,43.64506997977582,-79.56702242428678,Breakfast Spot
Etobicoke,43.64436000000006,-79.56712999999996,West Mall Rink,4b5a60bdf964a5202dc128e3,258,43.64213754699409,-79.56621841628123,Skating Rink
Etobicoke,43.64436000000006,-79.56712999999996,Quiznos,4b806172f964a5201a6d30e3,288,43.6420677,-79.5654499,Sandwich Place
Etobicoke,43.64436000000006,-79.56712999999996,ARA Electrical Contractors & Consultants Inc,5acd14da112c6c556df1655e,334,43.645609648889256,-79.56335306167603,Home Service
Etobicoke,43.64436000000006,-79.56712999999996,Sunglass Hut,4e9c99a47ed1753a26a756fd,441,43.640654765716455,-79.56517580719868,Accessories Store
Etobicoke,43.64436000000006,-79.56712999999996,Rabba,4e64eed61838ad3d0fdefaeb,449,43.647096226696384,-79.56302619876107,Convenience Store
Etobicoke,43.64436000000006,-79.56712999999996,Delimark Cafe,4f8dcf667beb36431904a637,453,43.64711641979496,-79.56299028007844,Café
Etobicoke,43.64436000000006,-79.56712999999996,Four Seasons Place,4d651253d8ce2c0f44c90111,452,43.64712847934407,-79.56300873829086,Hotel
Etobicoke,43.64436000000006,-79.56712999999996,Broadacres Park,4c53b4d806901b8d4461934a,454,43.647458614547034,-79.57080026697012,Park
Etobicoke,43.64436000000006,-79.56712999999996,Bâton Rouge Steakhouse & Bar,51297964e4b0067ba73c38ab,477,43.6420355963772,-79.56214119794103,Restaurant
Scarborough,43.772200000000055,-79.25665999999995,St. Andrews Fish & Chips,4b2d1251f964a520a4cd24e3,324,43.77186461230185,-79.25264476539711,Fish & Chips Shop
Scarborough,43.772200000000055,-79.25665999999995,Disney Store,5085ec39e4b0b1ead2eb0818,371,43.775537,-79.256833,Toy / Game Store
Scarborough,43.772200000000055,-79.25665999999995,Shoppers Drug Mart,4b608e9df964a52084ed29e3,420,43.773305,-79.251662,Pharmacy
Scarborough,43.772200000000055,-79.25665999999995,SEPHORA,4c059bcd7083952134097bce,334,43.77501688366838,-79.25810909472256,Cosmetics Shop
Scarborough,43.772200000000055,-79.25665999999995,St. Louis Bar & Grill,4af9f658f964a520981522e3,316,43.774157282001106,-79.2538077640362,Bar
Scarborough,43.772200000000055,-79.25665999999995,DAVIDsTEA,4c4bbc646e209521b57e16ec,486,43.77632000767913,-79.25868764519691,Tea Room
Scarborough,43.772200000000055,-79.25665999999995,American Eagle Outfitters,4c3c8e1f282203bb4ca3fcda,445,43.7760116,-79.2583337,Clothing Store
Scarborough,43.772200000000055,-79.25665999999995,Hot Topic,4c648dbdf07e2d7fc4aa8f50,375,43.775450021914345,-79.2579286531551,Clothing Store
Scarborough,43.772200000000055,-79.25665999999995,Tommy Hilfiger,4d1127d65f3376eb86661386,428,43.77601546103458,-79.25736884156035,Clothing Store
Scarborough,43.772200000000055,-79.25665999999995,Chipotle Mexican Grill,57f5233a498ea7b30b08d1eb,482,43.77641,-79.258069,Mexican Restaurant
Scarborough,43.772200000000055,-79.25665999999995,Coliseum Scarborough Cinemas,4ad4c062f964a520dbf720e3,430,43.77599527957654,-79.25564907498644,Movie Theater
Scarborough,43.772200000000055,-79.25665999999995,Tim Hortons,4be412b0cf200f474e6c113c,390,43.769935635909874,-79.26036802679846,Coffee Shop
Scarborough,43.772200000000055,-79.25665999999995,Jimmy The Greek,4b68adbef964a5209d862be3,326,43.77511179345589,-79.2571186919894,Greek Restaurant
Scarborough,43.772200000000055,-79.25665999999995,lululemon athletica,4b11c591f964a520538423e3,395,43.7755173,-79.2584229,Clothing Store
Scarborough,43.772200000000055,-79.25665999999995,Scarborough Town Centre,4adc7854f964a5207d2c21e3,347,43.77527711493851,-79.25741288784751,Shopping Mall
Scarborough,43.772200000000055,-79.25665999999995,GAP,4b674f73f964a52039472be3,313,43.77498163421295,-79.25728484314126,Clothing Store
Scarborough,43.772200000000055,-79.25665999999995,Subway,4c0542f80d0e0f478212059a,320,43.771477020247865,-79.25280464787159,Sandwich Place
Scarborough,43.772200000000055,-79.25665999999995,Moxie's Classic Grill,4ae32f7ff964a520699121e3,447,43.7762185272452,-79.25681965472799,American Restaurant
Scarborough,43.772200000000055,-79.25665999999995,FreshCo,4d051729347da1cd6a2d2f8f,446,43.77347454842125,-79.25139167467867,Grocery Store
Scarborough,43.772200000000055,-79.25665999999995,Petro-Canada,4be897a788ed2d7f9116cc1d,488,43.769724,-79.261677,Gas Station
Scarborough,43.772200000000055,-79.25665999999995,YMCA,4ae6053bf964a52022a421e3,348,43.7747986545733,-79.25424590597602,Gym
Scarborough,43.772200000000055,-79.25665999999995,Subway,4f628870e4b04b2441e12431,325,43.77510207641168,-79.25711450492464,Sandwich Place
Scarborough,43.772200000000055,-79.25665999999995,SportChek,4b686306f964a52055752be3,444,43.776112968748386,-79.25555191740501,Sporting Goods Shop
Scarborough,43.772200000000055,-79.25665999999995,Tim Hortons,4de1a9421f6e3190ccfe84bb,393,43.7715218596658,-79.2518573999404,Coffee Shop
Scarborough,43.772200000000055,-79.25665999999995,AllStar Wings & Ribs,52c9e2c2498eab8cfc887990,443,43.7731237892722,-79.25129550884067,Wings Joint
East York,43.69180000000006,-79.32702999999998,East York Farmers' Market,4e3816b18877541e90eba62f,188,43.69048245471865,-79.3285094702114,Farmers Market
East York,43.69180000000006,-79.32702999999998,Last Drop Cafe,4adb7a7df964a520f02721e3,340,43.688829532311495,-79.32600210968185,Coffee Shop
East York,43.69180000000006,-79.32702999999998,Lickadee Split,4de58f9f45dda52a05f975c3,497,43.696096,-79.32872089769886,Ice Cream Shop
East York,43.69180000000006,-79.32702999999998,Subway,4f3bc224e4b0c533fa75301b,253,43.690022578980425,-79.32505418718068,Sandwich Place
East York,43.69180000000006,-79.32702999999998,Apple cafe,4b9e7464f964a5204ae536e3,209,43.68997452054689,-79.32639855584102,Café
East York,43.69180000000006,-79.32702999999998,Cosburn Park Lawn Bowling Club,5194152d498e9111bcc92fe4,277,43.69283275447971,-79.33017253875732,Athletics & Sports
East York,43.69180000000006,-79.32702999999998,Les Anthony Parkette,4d23c467f39ca1430bc46fb8,332,43.691387,-79.32294,Park
East York,43.69180000000006,-79.32702999999998,Tim Hortons,51c2fbcc498e9c5ea2bf5902,238,43.6898293,-79.3258614,Coffee Shop
East York,43.69180000000006,-79.32702999999998,Panzerotto Pizza,4c44977c74ffc928ffc575cc,360,43.689695011334784,-79.32362943410871,Pizza Place
East York,43.69180000000006,-79.32702999999998,Jump 6,5b08e15ead1789002cb52bb4,363,43.6892873,-79.3241525,Business Service
York,43.69208000000003,-79.47862999999995,Subway,5143b746e4b0ff6e207da7e4,422,43.69021830300218,-79.47404997234327,Sandwich Place
York,43.69208000000003,-79.47862999999995,Variety And Video,4fc43c48e4b0d9d21ea6cdc7,356,43.69010467761434,-79.47514269388671,Convenience Store
York,43.69208000000003,-79.47862999999995,Dollar Tree,55131562498ea1434fcfc6c1,375,43.6902962,-79.4746668,Discount Store
York,43.69208000000003,-79.47862999999995,Timothy's World Coffee,4c1a5f378b3aa5934380955f,394,43.69007166039847,-79.47459889881466,Coffee Shop
York,43.69208000000003,-79.47862999999995,El Nahual,5841b760e110955af030954d,415,43.6907629,-79.4737993,Restaurant
York,43.69208000000003,-79.47862999999995,LD Hardwood Flooring,5b19480923a2e6002c50107d,490,43.6943442,-79.48385669999999,Construction & Landscaping
York,43.69208000000003,-79.47862999999995,Z Bar & Grille,5000f2b3e4b0ae2f16d5dad7,497,43.6906730071065,-79.47276425326548,Bar
East Toronto,43.65902991949926,-79.34900993060764,The Broadview Hotel,596186fd772fbc1671dff18b,82,43.6590599,-79.35003,Hotel
East Toronto,43.65902991949926,-79.34900993060764,White Lily Diner,58233f576a80ef616dbf88ab,170,43.65867460038718,-79.35107379221633,Diner
East Toronto,43.65902991949926,-79.34900993060764,Quad East,4dcbcbc47d8b84bcd55b7439,186,43.65868140211272,-79.35127335463245,Gym / Fitness Center
East Toronto,43.65902991949926,-79.34900993060764,Boxcar Social,55637f1c498ecfe4c5dd2322,188,43.659722741351565,-79.34687077721378,Café
East Toronto,43.65902991949926,-79.34900993060764,La Carnita,5500bd15498ec8482e5e635f,148,43.65962580371511,-79.3473598770943,Taco Place
East Toronto,43.65902991949926,-79.34900993060764,Tabule,519d414a498e6cc21f677ff4,228,43.65973096534363,-79.3463408134466,Middle Eastern Restaurant
East Toronto,43.65902991949926,-79.34900993060764,Chez Nous,594f2fa71f8ed6211a514876,182,43.65964,-79.3469,Wine Bar
East Toronto,43.65902991949926,-79.34900993060764,Rooftop At Broadview Hotel,59d40c3da9e40234d27cdc28,86,43.6591094703885,-79.35007412650944,Hotel Bar
East Toronto,43.65902991949926,-79.34900993060764,Ruby WatchCo.,4bc37b7c920eb713b4851d2c,18,43.65914910163365,-79.34916965901455,Restaurant
East Toronto,43.65902991949926,-79.34900993060764,I’ll Be Seeing You,5696fec5498eec0b3ffec7be,75,43.659249861543486,-79.34812146928077,Bar
East Toronto,43.65902991949926,-79.34900993060764,The Comrade,4aeb98fff964a520a6c321e3,93,43.65934649817776,-79.34793199050331,Bar
East Toronto,43.65902991949926,-79.34900993060764,Eastbound Brewing Company,5809380538fa964fcc2f75e6,99,43.65900780122884,-79.35024989233756,Brewery
East Toronto,43.65902991949926,-79.34900993060764,Royal Canadian Curling Club,4af5b6a9f964a520c7fb21e3,115,43.65998933676023,-79.34955038817158,Curling Ice
East Toronto,43.65902991949926,-79.34900993060764,Carbon Computing,4ad79890f964a520900c21e3,127,43.65945700245283,-79.34753810168428,Electronics Store
East Toronto,43.65902991949926,-79.34900993060764,Dark Horse Espresso Bar,553ab5bc498e111b32cd18f5,275,43.65849807585409,-79.35235639621163,Coffee Shop
East Toronto,43.65902991949926,-79.34900993060764,Hi-Lo,5261df96498e25eda5a4432e,82,43.65925400300397,-79.34803521371407,Dive Bar
East Toronto,43.65902991949926,-79.34900993060764,Tertulia,5baf8e509de23b002c5cc3ec,38,43.658744,-79.349276,Café
East Toronto,43.65902991949926,-79.34900993060764,The Opera House,4ad4c062f964a520d0f720e3,25,43.65890447141719,-79.34874429043093,Rock Club
East Toronto,43.65902991949926,-79.34900993060764,Bonjour Brioche,4ad79959f964a520990c21e3,234,43.65973440286799,-79.34626614342186,Bakery
East Toronto,43.65902991949926,-79.34900993060764,Merchants of Green Coffee,502652fee4b0e6861eab1f29,410,43.659916,-79.353963,Coffee Shop
East Toronto,43.65902991949926,-79.34900993060764,St John's Bakery,4bb77483b35776b0b394c701,187,43.66033530315765,-79.35047712257966,Bakery
East Toronto,43.65902991949926,-79.34900993060764,Prohibition Gastrohouse,4ae0ab5ff964a520758121e3,108,43.65881348516176,-79.35032270812795,Gastropub
East Toronto,43.65902991949926,-79.34900993060764,Mean Bao,55f07a51498ef8afddf53c9c,83,43.659232,-79.348011,Chinese Restaurant
East Toronto,43.65902991949926,-79.34900993060764,The Cannonball,4ad883f6f964a520f01121e3,284,43.65829890360228,-79.35239704706817,Coffee Shop
East Toronto,43.65902991949926,-79.34900993060764,Sushi Bar,4adc95f3f964a520912d21e3,90,43.65879825022111,-79.35008516753265,Sushi Restaurant
West Toronto,43.6647117748975,-79.34634588922047,Batifole,4b05d9a3f964a5205ce422e3,228,43.666651293534635,-79.34726110140059,French Restaurant
West Toronto,43.6647117748975,-79.34634588922047,Bach Yen,4c0536289a7920a1714ad279,230,43.66660030737588,-79.3475186610204,Vietnamese Restaurant
West Toronto,43.6647117748975,-79.34634588922047,Hailed Coffee,56d331c5498e8113529782ed,254,43.6669,-79.345432,Coffee Shop
West Toronto,43.6647117748975,-79.34634588922047,Mi Mi Restaurant,4ae77362f964a52069ab21e3,281,43.66629336492295,-79.34907864247218,Vietnamese Restaurant
West Toronto,43.6647117748975,-79.34634588922047,Rock Oasis,4e21f9fbcc3fee7eee221f0f,314,43.6658798136579,-79.34279442481119,Climbing Gym
West Toronto,43.6647117748975,-79.34634588922047,Pho Que Ling,4b9567c4f964a520daa034e3,276,43.666048433542066,-79.34924136659451,Vietnamese Restaurant
West Toronto,43.6647117748975,-79.34634588922047,Andrea's Gerrard St. Bakery,5003029ce4b07c8ae9a993a7,371,43.66586797202085,-79.35067098697503,Bakery
West Toronto,43.6647117748975,-79.34634588922047,Wong's Ice Cream + Store,593c510c9ad60e0c0722a483,410,43.665720828413036,-79.35124262662545,Ice Cream Shop
West Toronto,43.6647117748975,-79.34634588922047,Pho House,526b048e11d269d7538f9d0b,429,43.66574006403083,-79.3514929027799,Vietnamese Restaurant
West Toronto,43.6647117748975,-79.34634588922047,The Real Jerk Restaurant,5240e04fbce607d489eb95d9,439,43.66773464604252,-79.34283873302478,Caribbean Restaurant
West Toronto,43.6647117748975,-79.34634588922047,Simon's Wok,4af5eb2af964a520cffe21e3,265,43.66702629497102,-79.34556905326276,Vegetarian / Vegan Restaurant
West Toronto,43.6647117748975,-79.34634588922047,Wynona,5b09e809a6031c002cdd9c37,291,43.667036,-79.344672,Bistro
West Toronto,43.6647117748975,-79.34634588922047,Ha Noi 3 Seasons,4bfb0fcaf214a59368bcae0e,477,43.665578086017604,-79.3521527142361,Asian Restaurant
West Toronto,43.6647117748975,-79.34634588922047,Farside,57c0d03f498e814e3f91fb63,447,43.66568078247237,-79.35174180554331,Bar
West Toronto,43.6647117748975,-79.34634588922047,Dundas & Carlaw,536d7729498ee6e7190aa07a,379,43.664640252494294,-79.34162827443129,Bar
West Toronto,43.6647117748975,-79.34634588922047,Wonder Pens,51d5d8e2498ee77b07ac0ab8,447,43.662809067344405,-79.34145159601191,Stationery Store
West Toronto,43.6647117748975,-79.34634588922047,Gare De L'est,593227210531e8316474a80e,401,43.66502443929073,-79.34137522699689,French Restaurant
West Toronto,43.6647117748975,-79.34634588922047,Lolabar,4b85d7e1f964a520e97531e3,375,43.66476072278007,-79.34168904627538,Lounge
West Toronto,43.6647117748975,-79.34634588922047,Tung Hing Bakery,4b6dde10f964a52011972ce3,500,43.665178752123936,-79.35253082343527,Bakery
West Toronto,43.6647117748975,-79.34634588922047,Spirit Loft Yoga,4f132a67e4b0958ec2fd1130,423,43.66354815944136,-79.3413327874046,Yoga Studio
West Toronto,43.6647117748975,-79.34634588922047,Lady Marmalade,5c1e894b7b385f002cdc6ca7,448,43.663216,-79.35152,Breakfast Spot
West Toronto,43.6647117748975,-79.34634588922047,Rose's Vietnamese Sandwiches,4f133f22e4b09e81da8cf1b7,441,43.665611822958766,-79.35168477178863,Vietnamese Restaurant
West Toronto,43.6647117748975,-79.34634588922047,Dwell Gym,52c9880b498edccef881e7b0,446,43.6634116374049,-79.3411044597478,Gym / Fitness Center
Central Toronto,43.60972747387443,-79.49284428510224,Norris Crescent Parkette,4ff092a0e4b07cca83dd590a,461,43.61074429138466,-79.48728918435411,Park
Central Toronto,43.60972747387443,-79.49284428510224,Mario & Selina's No Frills,4e88ebbb8231210e528f1523,486,43.612186,-79.497828,Grocery Store
Central Toronto,43.60972747387443,-79.49284428510224,TD Canada Trust,4cf040f81c158cfa7bb4c8b5,449,43.61318188021061,-79.48995835614369,Bank
Central Toronto,43.60972747387443,-79.49284428510224,Canadiana Restaurant,4b90ff4bf964a520499e33e3,500,43.61358750347395,-79.48966619920637,Breakfast Spot
Central Toronto,43.60972747387443,-79.49284428510224,7-Eleven,4b6b3ac2f964a520e7fa2be3,435,43.61307628496873,-79.49004654587952,Convenience Store
Central Toronto,43.60972747387443,-79.49284428510224,Miles Road End Parkette,4e50026718a8af30fd8d8541,257,43.60876845985822,-79.48993927294168,Park
Central Toronto,43.60972747387443,-79.49284428510224,Hasty Market,4b25168ff964a5201b6c24e3,340,43.61138973164352,-79.49639760920914,Convenience Store
Central Toronto,43.60972747387443,-79.49284428510224,Murphy's Masonry,5accac12603d2a60459d88a3,364,43.6079298,-79.49661679999997,Construction & Landscaping
Central Toronto,43.60972747387443,-79.49284428510224,Lake Crescent Park,4c0719e20ed3c9282f26797d,435,43.60748607134589,-79.48842347494204,Park
Central Toronto,43.60972747387443,-79.49284428510224,Mobilicity,512e332019a93aa52cccc438,481,43.61338194839939,-79.48964595794678,Electronics Store
Central Toronto,43.60972747387443,-79.49284428510224,chatr Mobile,5b80041061f070002cf2f239,487,43.61347,-79.48971,Electronics Store
Central Toronto,43.60972747387443,-79.49284428510224,President's Choice Financial ATM,5bae6422b1538e002c75e540,493,43.612232,-79.497894,ATM
Mississauga,43.58726000000007,-79.64493999999996,Mississauga Celebration Square,4dca80e63151039761128244,191,43.58826934590071,-79.64301473543023,Plaza
Mississauga,43.58726000000007,-79.64493999999996,Alioli Ristorante,4baea3fdf964a520dac93be3,241,43.5852,-79.644006,Italian Restaurant
Mississauga,43.58726000000007,-79.64493999999996,Second Cup,4b9e85f1f964a5208beb36e3,132,43.58826982840481,-79.64581302574288,Café
Mississauga,43.58726000000007,-79.64493999999996,Living Arts Centre,4b0fea3bf964a520336623e3,279,43.5897345022727,-79.64551552231866,Performing Arts Venue
Mississauga,43.58726000000007,-79.64493999999996,Starbucks,539471da498e2f39905f4f05,204,43.586461,-79.647224,Coffee Shop
Mississauga,43.58726000000007,-79.64493999999996,Moksha Square One,4f0121a2be7bbcd4f4c9bc6e,413,43.588693177739714,-79.6496648000628,Yoga Studio
Mississauga,43.58726000000007,-79.64493999999996,YMCA Mississauga,4b0d7c64f964a520644923e3,75,43.58685685639638,-79.64418411254883,College Gym
Mississauga,43.58726000000007,-79.64493999999996,RBC Royal Bank,58d127ac5289300da6f54190,189,43.58613,-79.6467,Bank
Mississauga,43.58726000000007,-79.64493999999996,Kinton Ramen,5b0adc0181635b002cb7cab0,206,43.5854808,-79.6456631,Ramen Restaurant
Mississauga,43.58726000000007,-79.64493999999996,Celebration Square Coliseum,4e1772647d8b8af91383b325,148,43.58720560158025,-79.64309518602711,Performing Arts Venue
Mississauga,43.58726000000007,-79.64493999999996,Union Burger,518adb86e4b0dabd64f4af6d,368,43.58984561151907,-79.64779302321527,Burger Joint
Mississauga,43.58726000000007,-79.64493999999996,C Cafe,5101abeb8acab1312ae8eca6,153,43.58714824841301,-79.64304861584856,Café
Mississauga,43.58726000000007,-79.64493999999996,Starbucks,50622622e4b0ef717cc82b0f,444,43.591019,-79.646789,Coffee Shop
Mississauga,43.58726000000007,-79.64493999999996,GAP,4b2a7e21f964a52034aa24e3,472,43.59139507673574,-79.64362621307373,Clothing Store
Mississauga,43.58726000000007,-79.64493999999996,I.D.A. - Parkside Pharmacy,5b2135b3d7627e002cfbc528,170,43.5863631,-79.6466576,Pharmacy
Mississauga,43.58726000000007,-79.64493999999996,Lions Farmers Market (Wednesdays),4dfba001b0fb73bb4d7a9601,170,43.58833336974476,-79.64343309402466,Farmers Market
Mississauga,43.58726000000007,-79.64493999999996,Mississauga YMCA,5bfc60e9f05ca8002db32478,63,43.586823828709974,-79.64442819356918,Distribution Center
Mississauga,43.58726000000007,-79.64493999999996,PROPHIX Software Inc,4f03187f30f899233554937a,217,43.5854782,-79.643833,Electronics Store
Mississauga,43.58726000000007,-79.64493999999996,T-swirl Crepe Mississauga,5d4b9844bb608a000704ae5d,219,43.5858608,-79.6468537,American Restaurant
Mississauga,43.58726000000007,-79.64493999999996,Skinatomy Laser Clinic,56730dba498e87c833e7c0fd,229,43.58665899,-79.64765796,Spa
Mississauga,43.58726000000007,-79.64493999999996,Failte Irish Pub,4ad8c082f964a520561421e3,400,43.589814919891204,-79.64143825049658,Irish Pub
Mississauga,43.58726000000007,-79.64493999999996,Town & Country 24 Hours,4bb15ec4f964a520548f3ce3,327,43.587581802351934,-79.64089837693817,Deli / Bodega
Mississauga,43.58726000000007,-79.64493999999996,Old Navy,4b7eccfcf964a5207f0030e3,483,43.5914132334378,-79.64319686461239,Clothing Store
Mississauga,43.58726000000007,-79.64493999999996,Lall Renovations & Window Coverings,572934e0498e40e17f0c6af3,349,43.58603309999999,-79.64893159999997,Construction & Landscaping
Mississauga,43.58726000000007,-79.64493999999996,Remedy'sRx - City Centre Apothecary,5bc0ad2ea30619002c568447,398,43.588759,-79.64943,Pharmacy
